site,practice,Year ,GrainC1    ,LeafC1     ,StemC1     ,RootC1     ,GrainC2    ,LeafC2     ,StemC2     ,RootC2     ,GrainC3    ,LeafC3     ,StemC3     ,RootC3     ,SOC 0-10cm ,SOC 10-20cm,SOC 20-30cm,SOC 30-40cm,SOC 40-50cm,SOC 0-10cm ,SOC 10-20cm,SOC 20-30cm,SOC 30-40cm,SOC 40-50cm,IniSOC     ,End_SOC    ,dSOC       ,GWP,CO2e,CH4e,N2Oe,ShootLitterC_input,RootLitterC_input,ManureC_input,RootExudation_DOC,Soil-CO2   ,Leach_C    ,Runoff_C   ,CH4        ,IniSON     ,IniSIN     ,EndSON     ,EndSIN     ,dSN        ,Atmo_N_input,Fertilizer_N_input,Manure_N_input,Litter_N_input,N_fixation ,Crop_N_uptake,Leach_NO3  ,Runoff_SON ,Leach_DON  ,N2O_flux   ,NO_flux    ,N2_flux    ,NH3_flux   ,exchengeable-NH4,PET        ,Transpiration,Evaporation,WaterLeach ,Runoff     ,Irrigation ,Precipitation,DeepWater  ,MeanT      ,WindSpeed  ,ColdStress ,WaterStress,N_Stress   ,Cut_CropC  ,yr_end_grain,yr_end_leaf,yr_end_stem,yr_end_root,yr_end_stub
Nicaragua,organic,19,87.99,83.96,331.82,167.92,0,0,0,0,0,0,0,0,0.0266,0.0188,0.0188,0.0188,0.0188,33557.49,23719.37,23717,23718.78,35594.71,139835.45,140307.36,471.91,-1723.496695,-1731.9097,-0.55986,8.9728653,261.28,27.31,650,247.89,715.68,0.01,0.01,-0.42,13800.4,385.57,13846.17,448.23,108.42,0,0,187.5,9.46,0,14.28,0.1,0.43,0,5.71,0.14,0.08,2.62,3.64,1050.33,73.65,363.7,617.59,64.83,540,611.9,72.17,12.89,2,0.77,0.88,1,0,0.04,0.03,4924.31,493.54,0
Nicaragua,organic,20,88.13,84.1,332.35,168.19,0,0,0,0,0,0,0,0,0.0271,0.0188,0.0188,0.0188,0.0188,34090.76,23704.41,23702.54,23704.67,35574.8,140307.36,140777.19,469.83,-1715.580237,-1724.2761,-0.55986,9.2557227,269.97,27.48,650,249.49,728.17,0.01,0.01,-0.42,13846.17,448.23,13891.8,510.88,108.29,0,0,187.5,9.65,0,14.3,0.12,0.51,0,5.89,0.14,0.09,2.64,3.64,1050.16,73.51,360.54,621,64.91,540,611.9,72.21,12.89,2,0.77,0.88,1,0,0.03,0.03,5158.94,496.15,0
Nicaragua,regen,1,74.99,71.55,282.78,143.11,0,0,0,0,27.79,16.98,16.98,15.43,0.0194,0.019,0.019,0.019,0.019,20873.35,20395.25,20393.14,20393.06,30590,112164.08,112644.8,480.72,-1761.758234,-1764.2424,-1.41298,3.8971464,146.18,19.49,375,33.52,93.88,0,0,-1.06,11115.46,3.25,11129.07,7.14,17.51,0,0,50,4.67,0,9.77,0,0,0,2.48,0.02,0.09,0.74,2.57,1053.67,318.18,405.07,611.48,140.38,900,611.9,70.79,12.89,2,0.77,0.84,0.79,0,0.53,0.5,282.12,118.69,0
Nicaragua,regen,2,54.47,51.98,205.41,103.95,35.81,1432.56,1432.56,680.47,18.84,753.76,753.76,358.04,0.0225,0.0191,0.019,0.019,0.019,24148.01,20487.33,20393.46,20393.6,30592.18,112644.8,116014.59,3369.8,-12367.66755,-12367.166,-1.41298,0.9114294,1723.9,959.38,900,154.55,368.68,0,0.01,-1.06,11129.07,7.14,11204.98,21.31,90.07,0,0,90,44.5,30.58,44.73,0,0,0,0.58,0.03,0.06,2.85,6.59,1053.5,505.16,241.25,492.76,100.26,900,611.9,0.07,12.89,2,0.77,0.67,0.86,0,0.33,0.31,485.59,171.84,2885.47
Nicaragua,regen,3,60.65,57.87,228.71,115.75,26.63,1065.31,1065.31,506.02,196.98,120.38,120.38,109.36,0.0245,0.0191,0.019,0.019,0.019,26252.67,20537.22,20386.4,20387.68,30584.4,116014.61,118148.37,2133.76,-7829.499863,-7830.8992,-1.14638,2.5457166,1271.44,626.06,1050,146.83,960.98,0,0.02,-0.86,11204.98,21.31,11278.32,23.73,75.77,0,0,105,12.43,14.62,44.1,0,0.01,0,1.62,0.07,0.09,2.43,5.14,1053.34,396.31,111.61,620.14,108.24,900,611.9,0.08,12.89,2,0.77,0.72,0.9,0,0.36,0.35,710.83,220.17,4330.95
Nicaragua,regen,4,61.04,58.24,230.17,116.48,29.4,1176.07,1176.07,558.63,219.62,134.21,134.21,121.91,0.0268,0.0192,0.019,0.019,0.019,28736.9,20590.43,20378.29,20381.5,30576.19,118148.38,120663.31,2514.94,-9227.560976,-9229.8298,-0.99975,3.2685744,1744.98,693.48,1200,171.45,1295.26,0,0.03,-0.75,11278.32,23.73,11370.42,26.96,95.32,0,0,120,13.59,16.11,48.5,0,0.02,0,2.08,0.08,0.11,2.27,4.61,1053.18,424.96,71.61,631.81,109.37,900,611.9,0.05,12.89,2,0.77,0.73,0.9,0,0.38,0.37,935.59,255.78,5580.21
Nicaragua,regen,5,70.92,67.67,267.44,135.34,37.73,1509.23,1509.23,716.88,0,0,0,0,0.0293,0.0192,0.019,0.019,0.019,31417.25,20643.32,20368.03,20373.76,30565.77,120663.32,123368.13,2704.8,-9920.822514,-9926.616,-0.58652,6.3800058,2119.55,731.98,1350,191.15,1687.78,0,0.03,-0.44,11370.42,26.96,11477.22,43.73,123.57,0,0,135,13.47,20.37,38.73,0,0.02,0,4.06,0.12,0.15,3.04,4.68,1053,237.03,60.95,903.31,111.49,900,611.9,0.06,12.89,2,0.77,0.79,1,0,0.39,0.38,1195.16,297.25,6663.28
Nicaragua,regen,6,60.88,58.09,229.56,116.18,35.33,1413.33,1413.33,671.33,405.35,247.71,247.71,224.95,0.0323,0.0193,0.019,0.019,0.019,34662.79,20713.73,20357.82,20366.46,30556.07,123368.14,126656.86,3288.72,-12063.64028,-12069.6024,-0.82646,6.7885776,2579.75,912.73,1500,217.38,1921.26,0,0.03,-0.62,11477.22,43.73,11603.79,33.18,116.03,0,0,150,17.57,19.3,71.53,0,0.03,0,4.32,0.12,0.14,2.13,3.86,1052.84,478.66,13.02,639.45,112.28,900,611.9,0.07,12.89,2,0.77,0.72,0.92,0,0.4,0.39,1414.1,311.3,7975.87
Nicaragua,regen,7,62.45,59.59,235.49,119.18,36.58,1463.04,1463.04,694.94,300.66,183.74,183.74,166.89,0.0353,0.0194,0.019,0.019,0.019,37881.25,20778.99,20347.34,20358.53,30545.6,126656.83,129911.7,3254.88,-11939.39178,-11945.4096,-0.78647,6.8042919,2954.17,878.88,1500,221.33,2299.64,0,0.03,-0.59,11603.79,33.18,11739.73,32.63,135.39,0,0,150,16.78,19.97,62.03,0,0.02,0,4.33,0.12,0.13,1.84,3.45,1052.68,490.84,2.55,650.46,112.59,900,611.9,0.05,12.89,2,0.77,0.74,0.91,0,0.41,0.39,1635.95,324.04,8788.15
Nicaragua,regen,8,62.36,59.51,235.16,119.01,36.23,1449.18,1449.18,688.36,291.06,177.87,177.87,161.55,0.0382,0.0194,0.0189,0.019,0.019,40971.47,20842,20336.82,20350.55,30535.02,129911.71,133035.86,3124.15,-11459.29601,-11465.6305,-0.7998,7.1342922,3199.57,867.62,1500,226,2669.18,0,0.04,-0.6,11739.73,32.63,11882.04,32.22,141.9,0,0,150,16.72,19.77,61,0,0.02,0,4.54,0.12,0.13,1.73,3.23,1052.52,486.74,2.55,650.55,112.59,900,611.9,0.1,12.89,2,0.77,0.73,0.93,0,0.41,0.39,1854.11,333.13,9308.83
Nicaragua,regen,9,62.7,59.83,236.45,119.66,36.45,1457.97,1457.97,692.54,282.96,172.92,172.92,157.04,0.0409,0.0195,0.0189,0.019,0.019,43912.97,20904.33,20326.34,20342.57,30524.38,133035.84,136010.58,2974.73,-10910.65508,-10917.2591,-0.81313,7.4171496,3361.5,867.72,1500,229.87,2984.54,0,0.04,-0.61,11882.04,32.22,12028.53,31.92,146.19,0,0,150,16.8,19.88,60.53,0,0.02,0,4.72,0.12,0.14,1.65,3.08,1052.37,487.26,2.55,650.38,112.59,900,611.9,0.09,12.89,2,0.77,0.73,0.93,0,0.41,0.39,2069.88,340.22,9671.72
Nicaragua,regen,10,62.71,59.84,236.48,119.68,35.74,1429.79,1429.79,679.15,278.24,170.04,170.04,154.44,0.0435,0.0195,0.0189,0.0189,0.019,46667.64,20964.45,20315.83,20334.48,30513.61,136010.56,138796.02,2785.45,-10215.74367,-10222.6015,-0.82646,7.6842927,3469.68,852,1500,232.26,3268.64,0,0.04,-0.62,12028.53,31.92,12177.72,31.71,148.98,0,0,150,16.7,19.5,59.5,0,0.02,0,4.89,0.12,0.14,1.64,3,1052.21,482.83,2.67,650.14,112.59,900,611.9,0.09,12.89,2,0.77,0.73,0.93,0,0.41,0.39,2281.69,345.34,9862.92
Nicaragua,regen,11,63.38,60.48,239.01,120.95,35.87,1434.65,1434.65,681.46,275.15,168.15,168.15,152.75,0.0459,0.0196,0.0189,0.0189,0.0189,49269.68,21024.23,20305.42,20326.43,30502.85,138796,141428.61,2632.61,-9654.677054,-9661.6787,-0.83979,7.8414357,3533.4,852.85,1500,234.84,3488.63,0,0.05,-0.63,12177.72,31.71,12328.45,31.57,150.59,0,0,150,16.84,19.56,59.32,0,0.02,0,4.99,0.12,0.14,1.61,2.94,1052.06,484.91,2.87,649.9,112.59,900,611.9,0.08,12.89,2,0.77,0.74,0.93,0,0.41,0.39,2491.71,350.14,9998.95
Nicaragua,regen,12,64.09,61.15,241.66,122.3,35.94,1437.77,1437.77,682.94,273.22,166.97,166.97,151.68,0.0482,0.0196,0.0189,0.0189,0.0189,51723.22,21083.7,20295.07,20318.42,30492.04,141428.63,143912.44,2483.81,-9108.439626,-9115.5827,-0.83979,7.9828644,3580.79,853.52,1500,237.33,3687.9,0,0.05,-0.63,12328.45,31.57,12480.14,31.51,151.63,0,0,150,16.98,19.59,59.26,0,0.02,0,5.08,0.12,0.15,1.61,2.91,1051.91,483.34,2.87,651.33,112.58,900,611.9,0.07,12.89,2,0.77,0.74,0.95,0,0.41,0.4,2699.78,354.74,10095.63
Nicaragua,regen,13,64.55,61.59,243.4,123.18,35.64,1425.48,1425.48,677.1,271.83,166.12,166.12,150.91,0.0503,0.0197,0.0189,0.0189,0.0189,54029.45,21142.06,20284.75,20310.39,30481.2,143912.44,146247.86,2335.42,-8563.75404,-8570.9914,-0.83979,8.0771502,3613.46,847.16,1500,239.23,3864.56,0,0.05,-0.63,12480.14,31.51,12632.38,31.49,152.21,0,0,150,17.04,19.42,59.04,0,0.02,0,5.14,0.12,0.15,1.63,2.9,1051.76,484.19,2.87,652.63,112.58,900,611.9,0.06,12.89,2,0.77,0.74,0.96,0,0.42,0.4,2904.66,358.81,10137.47
Nicaragua,regen,14,64.91,61.94,244.79,123.88,36.01,1440.55,1440.55,684.26,270.91,165.56,165.56,150.4,0.0524,0.0198,0.0189,0.0189,0.0189,56229.7,21200.73,20274.51,20302.43,30470.42,146247.86,148477.8,2229.94,-8176.608627,-8183.8798,-0.85312,8.1242931,3634.47,853.94,1500,241.47,4000.06,0,0.05,-0.64,12632.38,31.49,12784.81,31.59,152.54,0,0,150,17.25,19.62,59.35,0,0.02,0,5.17,0.13,0.15,1.64,2.9,1051.62,484.02,2.87,653.52,112.58,900,611.9,0.06,12.89,2,0.77,0.74,0.96,0,0.42,0.4,3105.73,362.28,10192.71
Nicaragua,regen,15,65.36,62.36,246.45,124.72,35.76,1430.51,1430.51,679.49,270.48,165.29,165.29,150.14,0.0543,0.0198,0.0189,0.0189,0.0189,58322.88,21258.47,20264.29,20294.46,30459.62,148477.8,150599.72,2121.92,-7780.128084,-7787.4464,-0.85312,8.171436,3655.76,849.27,1500,243.03,4126.26,0,0.05,-0.64,12784.81,31.59,12937.42,31.64,152.65,0,0,150,17.34,19.48,59.39,0,0.02,0,5.2,0.13,0.16,1.68,2.91,1051.48,483.31,2.87,653.58,112.58,900,611.9,0.06,12.89,2,0.77,0.74,0.97,0,0.42,0.4,3302.99,365.56,10211.7
Nicaragua,regen,16,66.04,63.02,249.05,126.04,35.6,1424.16,1424.16,676.48,271.51,165.92,165.92,150.73,0.0562,0.0199,0.0189,0.0189,0.0189,60325.27,21315.51,20254.16,20286.54,30448.85,150599.73,152630.33,2030.59,-7444.852698,-7452.2653,-0.85312,8.2657218,3667.95,846.9,1500,244.74,4229.09,0,0.05,-0.64,12937.42,31.64,13089.89,31.74,152.57,0,0,150,17.48,19.39,59.48,0,0.02,0,5.26,0.13,0.16,1.71,2.93,1051.33,480.49,2.86,653.87,112.58,900,611.9,0.05,12.89,2,0.77,0.74,0.98,0,0.42,0.4,3497.12,369.03,10215.02
Nicaragua,regen,17,67.26,64.18,253.63,128.35,35.29,1411.56,1411.56,670.49,271.28,165.78,165.78,150.6,0.058,0.0199,0.0189,0.0189,0.0189,62231.38,21371.27,20244.09,20278.65,30438.13,152630.31,154563.52,1933.2,-7087.28997,-7094.844,-0.85312,8.4071505,3675.03,841.08,1500,246.77,4329.75,0,0.05,-0.64,13089.89,31.74,13241.98,31.85,152.2,0,0,150,17.61,19.21,59.61,0,0.02,0,5.35,0.13,0.17,1.76,2.96,1051.2,457.34,2.86,653.89,112.57,900,611.9,0.05,12.89,2,0.77,0.75,0.98,0,0.42,0.4,3689.81,373.46,10193.61
Nicaragua,regen,18,68.07,64.96,256.7,129.91,35.22,1408.81,1408.81,669.19,271.77,166.08,166.08,150.89,0.0597,0.02,0.0189,0.0189,0.0189,64042.2,21426.27,20234.02,20270.8,30427.45,154563.52,156400.73,1837.22,-6734.843852,-6742.5974,-0.82646,8.5800078,3676.07,840.25,1500,249.12,4428.25,0,0.05,-0.62,13241.98,31.85,13393.59,32.03,151.79,0,0,150,17.79,19.17,59.83,0,0.02,0,5.46,0.13,0.17,1.81,2.99,1051.06,464.02,2.86,654.11,112.57,900,611.9,0.1,12.89,2,0.77,0.75,0.99,0,0.43,0.41,3879.3,377.93,10174.56
Nicaragua,regen,19,70.57,67.34,266.12,134.68,35.54,1421.68,1421.68,675.3,279.96,171.09,171.09,155.46,0.0613,0.02,0.0188,0.0189,0.0189,65803.62,21481.91,20223.93,20262.88,30416.82,156400.73,158189.16,1788.42,-6555.524059,-6563.5014,-0.75981,8.7371508,3687.27,851.38,1500,252.98,4503.21,0,0.05,-0.57,13393.59,32.03,13544.72,32.24,151.35,0,0,150,18.25,19.33,60.75,0,0.02,0,5.56,0.13,0.17,1.85,3.02,1050.92,494.85,2.86,656.42,112.57,900,611.9,0.09,12.89,2,0.77,0.77,1,0,0.43,0.41,4071.6,385.2,10200.05
Nicaragua,regen,20,72.6,69.27,273.77,138.55,35.09,1403.66,1403.66,666.74,286.55,175.12,175.12,159.18,0.0627,0.0201,0.0188,0.0189,0.0189,67282.54,21536.62,20213.89,20255,30406.17,158189.14,159694.22,1505.08,-5515.495786,-5523.6436,-0.74648,8.8942938,3458.08,846.92,1500,257.12,4557.03,0,0.05,-0.56,13544.72,32.24,13690.84,32.43,146.3,0,0,150,18.52,19.08,61.02,0,0.02,0,5.66,0.13,0.17,1.91,3.07,1050.78,501.23,2.86,655.56,112.57,900,611.9,0.08,12.89,2,0.77,0.78,1,0,0.43,0.41,4264.62,393.72,7601.37
