Site,Practice,Year ,GrainC1    ,LeafC1     ,StemC1     ,RootC1     ,GrainC2    ,LeafC2     ,StemC2     ,RootC2     ,GrainC3    ,LeafC3     ,StemC3     ,RootC3     ,%SOC_10cm ,%SOC_20cm,%SOC_30cm,%SOC_40cm,%SOC_50cm,kgSOC_10cm ,kgSOC_20cm,kgSOC_30cm,kgSOC_40cm,kgSOC_50cm,IniSOC     ,End_SOC    ,dSOC       ,GWP,CO2_GWP,CH4_GWP,N2O_GWP,ShootLitterC_input,RootLitterC_input,ManureC_input,RootExudation_DOC,Soil-CO2   ,Leach_C    ,Runoff_C   ,CH4        ,IniSON     ,IniSIN     ,EndSON     ,EndSIN     ,dSN        ,Atmo_N_input,Fertilizer_N_input,Manure_N_input,Litter_N_input,N_fixation ,Crop_N_uptake,Leach_NO3  ,Runoff_SON ,Leach_DON  ,N2O_flux   ,NO_flux    ,N2_flux    ,NH3_flux   ,exchengeable-NH4,PET        ,Transpiration,Evaporation,WaterLeach ,Runoff     ,Irrigation ,Precipitation,DeepWater  ,MeanT      ,WindSpeed  ,ColdStress ,WaterStress,N_Stress   ,Cut_CropC  ,yr_end_grain,yr_end_leaf,yr_end_stem,yr_end_root,yr_end_stub
bz,organic,1,161.86,2496.5,2496.5,2028.37,0,0,0,0,0,0,0,0,0.0353,0.0194,0.0057,0.0017,0.0004,40701.21,22360.11,6539.08,1917.15,678.68,70840.41,72196.23,1355.83,-4973.412958,-4962.444267,-27.62666667,16.65797572,1980.31,41.28,476.93,188.74,1327.78,4.42,0,-0.74,7020.28,1.21,7042.4,21.56,42.46,0,0,22.4,60.66,50.74,82.93,0.29,0,0,0.04,0.02,0.01,3.98,6.67,680.58,139.21,268.32,594.28,0,0,981.4,64.04,14.16,2,1,0.52,0.42,0,77.8,1034.22,1034.22,1780.15,0
bz,organic,2,163.4,2777.16,2777.16,2253.21,0,0,0,0,0,0,0,0,0.0365,0.0193,0.0056,0.0017,0.0004,42123.63,22199.84,6492.26,1904.87,678.26,72196.24,73398.84,1202.6,-4406.921299,-4401.610435,-26.13333333,20.82246964,2929.1,89.67,936.89,676.18,3417.59,12.29,0,-0.7,7042.4,21.56,7104.46,23.74,64.25,0,0,43.99,93.06,50.97,103.16,1.13,0,0,0.05,0.04,0.01,10.55,6.79,679.98,172.43,179.78,618.36,0,0,981.4,64.04,14.16,2,1,0.52,0.46,0,91.31,1411.77,1411.77,3490.4,0
bz,organic,3,165.91,2853.92,2853.92,2315.1,0,0,0,0,0,0,0,0,0.0376,0.0191,0.0056,0.0016,0.0004,43335.34,22043.04,6446.36,1891.75,675,73398.84,74391.48,992.63,-3624.427796,-3633.103747,-24.64,33.31595143,3428.68,133.02,936.89,1117.69,4608.07,16.42,0,-0.66,7104.46,23.74,7176.11,25.38,73.28,0,0,43.97,112.19,51.21,108.29,1.4,0,0,0.08,0.05,0.01,11.17,6.85,679.69,180.28,167.65,624.3,0,0,981.4,64.04,14.16,2,1,0.52,0.47,0,100.48,1619.7,1619.7,4998.21,0
bz,organic,4,168.55,2931.79,2931.79,2377.91,0,0,0,0,0,0,0,0,0.0386,0.019,0.0056,0.0016,0.0004,44450.57,21891.09,6402.19,1879,671.41,74391.45,75294.25,902.8,-3282.02946,-3304.318893,-23.52,45.80943322,3739.54,171.41,936.89,1507.63,5434,19.33,0,-0.63,7176.11,25.38,7250.56,27.51,76.58,0,0,43.96,125.42,51.44,113.51,1.68,0,0,0.11,0.06,0.01,12,6.89,679.51,188.19,162.83,621.5,0,0,981.4,64.04,14.16,2,1,0.52,0.47,0,106.46,1752.99,1752.99,6334.8,0
bz,organic,5,171.16,3016.99,3016.99,2446.58,0,0,0,0,0,0,0,0,0.0395,0.0189,0.0055,0.0016,0.0004,45518.98,21744.19,6359.65,1866.69,667.76,75294.25,76157.27,863.02,-3114.489066,-3158.720969,-22.4,66.63190286,3973.16,205.7,936.89,1854.58,6086.38,21.53,0,-0.6,7250.56,27.51,7325.43,29.79,77.15,0,0,43.94,135.98,51.67,119.26,2.01,0,0,0.16,0.07,0.01,12.69,6.9,679.38,196.92,159.09,616.51,0,0,981.4,64.04,14.16,2,1,0.52,0.48,0,110.84,1856.78,1856.78,7530.98,0
bz,organic,6,173.7,3107.67,3107.67,2519.61,0,0,0,0,0,0,0,0,0.0404,0.0187,0.0055,0.0016,0.0004,46564.77,21601.97,6318.56,1854.81,664.14,76157.27,77004.23,846.97,-3029.637843,-3099.976709,-21.28,91.61886645,4178.5,236.63,936.89,2166.07,6648.51,23.25,0,-0.57,7325.43,29.79,7399.76,32.04,76.57,0,0,43.92,145.34,51.91,125.41,2.38,0,0,0.22,0.08,0.01,13.22,6.89,679.27,206.24,156.4,610.25,0,0,981.4,64.04,14.16,2,1,0.52,0.49,0,114.45,1950.23,1950.23,8611.69,0
bz,organic,7,176.16,3194,3194,2589.16,0,0,0,0,0,0,0,0,0.0413,0.0186,0.0054,0.0016,0.0004,47592.01,21464.08,6278.73,1843.3,660.57,77004.24,77838.69,834.45,-2945.213213,-3054.152525,-20.16,129.0993118,4367.79,264.64,936.89,2447.48,7158.3,24.62,0,-0.54,7399.76,32.04,7473.43,34.23,75.86,0,0,43.91,153.9,52.13,131.23,2.78,0,0,0.31,0.09,0.01,13.64,6.88,679.17,214.95,154.99,602.98,0,0,981.4,64.04,14.16,2,1,0.52,0.49,0,117.68,2036.79,2036.79,9591.19,0
bz,organic,8,178.75,3277.19,3277.19,2655.53,0,0,0,0,0,0,0,0,0.0422,0.0185,0.0054,0.0016,0.0004,48605.35,21330.11,6240.03,1832.14,657.06,77838.69,78664.69,826,-2867.356117,-3023.224862,-19.04,174.908745,4546.29,290.1,936.89,2702.48,7624.38,25.72,0,-0.51,7473.43,34.23,7546.46,36.35,75.15,0,0,43.89,161.84,52.36,136.79,3.13,0,0,0.42,0.11,0.02,13.97,6.84,679.07,223.19,153.54,596.22,0,0,981.4,64.04,14.16,2,1,0.52,0.5,0,120.77,2118.64,2118.64,10481.89,0
bz,organic,9,176.41,3333.1,3333.1,2698.28,0,0,0,0,0,0,0,0,0.043,0.0184,0.0054,0.0016,0.0004,49585.94,21199.75,6202.38,1821.28,653.6,78664.7,79462.95,798.26,-2698.073636,-2921.694284,-17.92,241.5406478,4690.99,312.82,936.89,2934.23,8050.62,26.65,0,-0.48,7546.45,36.35,7618.33,38.63,74.16,0,0,43.88,168.51,52.12,141.16,3.44,0,0,0.58,0.12,0.02,14.31,6.81,678.99,229.42,153.12,590.47,0,0,981.4,64.04,14.16,2,1,0.52,0.5,0,121.29,2184.17,2184.17,11273.58,0
bz,organic,10,162.73,3339.11,3339.11,2697.81,0,0,0,0,0,0,0,0,0.0438,0.0183,0.0053,0.0016,0.0004,50494.83,21072.53,6165.65,1810.7,650.19,79462.95,80193.89,730.95,-2367.303872,-2675.334398,-16.8,324.8305264,4762.92,332.09,936.89,3140.34,8414.16,27.44,0,-0.45,7618.33,38.63,7687.09,41.41,71.54,0,0,43.86,172.73,50.75,143.81,3.78,0,0,0.78,0.13,0.03,14.66,6.79,678.95,232.83,154.06,586.22,0,0,981.4,64.04,14.16,2,1,0.51,0.5,0,115.31,2216.16,2216.16,11936.88,0
bz,organic,11,149.65,3340.77,3340.77,2694.19,0,0,0,0,0,0,0,0,0.0445,0.0182,0.0053,0.0016,0.0004,51339.44,20948.38,6129.79,1800.35,646.84,80193.9,80864.8,670.9,-2033.954821,-2455.546683,-15.68,437.2718625,4790.29,348.11,936.89,3313.23,8690.17,28.03,0,-0.42,7687.09,41.41,7751.91,44.13,67.54,0,0,43.85,175.31,49.29,146.38,4.17,0,0,1.05,0.15,0.03,14.98,6.77,678.93,236.07,155.62,581.48,0,0,981.4,64.04,14.16,2,1,0.5,0.51,0,107.36,2230.56,2230.56,12487.48,0
bz,organic,12,138.98,3341.52,3341.52,2690.8,0,0,0,0,0,0,0,0,0.0452,0.0181,0.0053,0.0016,0.0004,52130.89,20827.01,6094.7,1790.22,643.54,80864.8,81486.35,621.55,-1723.110633,-2274.921807,-14.56,566.3711743,4797.43,361.35,936.89,3456.54,8902.63,28.45,0,-0.39,7751.91,44.13,7812.66,46.78,63.4,0,0,43.83,176.99,47.98,148.67,4.49,0,0,1.36,0.16,0.04,15.24,6.74,678.92,238.87,157.5,576.74,0,0,981.4,64.04,14.16,2,1,0.49,0.51,0,99.85,2236.6,2236.6,12941.92,0
bz,organic,13,131.35,3344.55,3344.55,2690.36,0,0,0,0,0,0,0,0,0.0459,0.018,0.0053,0.0015,0.0004,52882.07,20708.07,6060.31,1780.29,640.29,81486.35,82071.02,584.67,-1428.756168,-2139.938111,-13.44,724.6219433,4799.21,372.35,936.89,3574.68,9069.95,28.79,0,-0.36,7812.66,46.78,7869.73,49.02,59.31,0,0,43.82,178.26,46.84,150.86,4.73,0,0,1.74,0.18,0.04,15.55,6.7,678.92,241.48,158.2,573.55,0,0,981.4,64.04,14.16,2,1,0.49,0.52,0,93.89,2240.18,2240.18,13320.13,0
bz,organic,14,124.65,3343.51,3343.51,2687.12,0,0,0,0,0,0,0,0,0.0465,0.0179,0.0052,0.0015,0.0004,53596.7,20591.52,6026.58,1770.54,637.08,82071.02,82622.42,551.4,-1122.627622,-2018.167299,-12.32,907.8596767,4795.67,381.41,936.89,3672.79,9206.78,29.06,0,-0.33,7869.73,49.02,7923.5,51.12,55.87,0,0,43.8,179.16,45.79,152.62,4.91,0,0,2.18,0.19,0.06,15.52,6.65,678.92,243.39,158.98,570.87,0,0,981.4,64.04,14.16,2,1,0.48,0.52,0,88.84,2240.69,2240.69,13630.92,0
bz,organic,15,122.7,3361.13,3361.13,2700.24,0,0,0,0,0,0,0,0,0.0471,0.0178,0.0052,0.0015,0.0004,54299.12,20477.11,5993.44,1760.94,633.91,82622.42,83164.52,542.1,-870.9152085,-1984.128569,-11.2,1124.413361,4809.42,389.22,936.89,3753.88,9318.6,29.26,0,-0.3,7923.5,51.12,7974.85,52.75,52.98,0,0,43.79,180.39,45.31,154.72,5.1,0,0,2.7,0.2,0.08,15.57,6.59,678.91,245.82,159.02,568.36,0,0,981.4,64.04,14.16,2,1,0.48,0.52,0,86.37,2249.68,2249.68,13902.14,0
bz,organic,16,120.11,3369.67,3369.67,2706.05,0,0,0,0,0,0,0,0,0.0477,0.0177,0.0052,0.0015,0.0004,54985.09,20364.63,5960.81,1751.51,630.79,83164.52,83692.84,528.32,-603.1789743,-1933.692686,-10.45333333,1340.967045,4824.95,395.92,936.89,3824.38,9424.56,29.48,0,-0.28,7974.85,52.75,8024.17,54.28,50.85,0,0,43.77,181.53,44.78,156.23,5.14,0,0,3.22,0.21,0.1,15.57,6.54,678.9,247.32,158.54,567.32,0,0,981.4,64.04,14.16,2,1,0.47,0.52,0,84.42,2257.89,2257.89,14133.32,0
bz,organic,17,117.52,3374.45,3374.45,2708.93,0,0,0,0,0,0,0,0,0.0483,0.0176,0.0051,0.0015,0.0004,55692.62,20253.93,5928.73,1742.21,627.72,83692.84,84245.2,552.37,-519.3396125,-2021.717575,-9.333333333,1511.711296,4974.71,401.56,803.05,3884.41,9482.02,29.63,0,-0.25,8024.17,54.28,8071.92,54.72,48.18,0,0,37.51,186.31,44.29,157.4,5.04,0,0,3.63,0.22,0.08,14.24,6.52,678.84,248.27,159.78,565.23,0,0,981.4,64.04,14.16,2,1,0.47,0.52,0,85.31,2337.57,2337.57,14327.95,0
bz,organic,18,113.33,3363.25,3363.25,2698.76,0,0,0,0,0,0,0,0,0.0489,0.0175,0.0051,0.0015,0.0004,56331.07,20144.7,5897.06,1733.04,624.67,84245.2,84730.55,485.35,18.22009212,-1776.419112,-8.586666667,1803.225871,4912.1,406.05,936.89,3934.37,9674.5,29.91,0,-0.23,8071.92,54.72,8119.55,56.84,49.76,0,0,43.74,185.01,43.72,157.52,5.15,0,0,4.33,0.23,0.13,15.64,6.51,678.85,247.57,158.14,567.51,0,0,981.4,64.04,14.16,2,1,0.47,0.53,0,81.21,2293.46,2293.46,14480.13,0
bz,organic,19,112.77,3380.66,3380.66,2712.25,0,0,0,0,0,0,0,0,0.0494,0.0174,0.0051,0.0015,0.0004,56921.75,20037.04,5865.75,1723.99,621.67,84730.55,85170.2,439.65,386.1280557,-1609.153524,-7.84,2003.12158,4877.54,409.97,936.89,3974.69,9729.96,29.89,0,-0.21,8119.55,56.84,8164,58.03,45.64,0,0,43.73,184.44,43.35,159.41,5.39,0,0,4.81,0.24,0.15,15.77,6.51,678.87,249.65,159.06,564.69,0,0,981.4,64.04,14.16,2,1,0.47,0.53,0,79.5,2282.58,2282.58,14617.03,0
bz,organic,20,110.63,3383.1,3383.1,2713.48,0,0,0,0,0,0,0,0,0.0499,0.0173,0.0051,0.0015,0.0004,57488.82,19930.79,5834.84,1715.06,618.69,85170.22,85588.2,417.98,615.3637388,-1529.839622,-7.84,2153.043361,4865.88,413.26,936.89,4010.42,9778.95,29.95,0,-0.21,8164.01,58.03,8206.02,59.17,43.16,0,0,43.72,184.42,42.86,160.43,5.52,0,0,5.17,0.24,0.17,15.91,6.52,678.88,250.36,159.92,563.14,0,0,981.4,64.04,14.16,2,1,0.46,0.53,0,77.89,2278.84,2278.84,14730.21,0
